
TEAM_1,TEAM_2,NO_OF_MATCHES,TEAM_1_WIN_COUNT,TEAM_2_WIN_COUNT,TEAM_1_OVERTIME_WINS,TEAM_2_OVERTIME_WINS,AVG_TEAM_1_PENALTIES,AVG_TEAM_2_PENALTIES,TEAM_1_PLAYOFF_WINS,TEAM_2_PLAYOFF_WINS,TEAM_1_AVG_GOALS_PER_MATCH,TEAM_2_AVG_GOALS_PER_MATCH,TEAM_1_AVG_GOAL_PERCENTAGE,TEAM_2_AVG_GOAL_PERCENTAGE
NJD,NYI,8,3,5,1,0,3.875,4.25,0,0,3.125,3.375,0.091758,0.113259375
NYR,CAR,64,42,22,5,2,3.59375,3.765625,4,6,3,2.296875,0.1078005469,0.07441325
WPG,NYI,25,8,17,2,3,3.88,3.56,0,0,2.44,3.4,0.08166416,0.11425016
PIT,FLA,46,30,16,11,4,4.108696,4.152174,0,0,3.108696,2.695652,0.09329736956,0.0863603913
N.J,CHI,18,8,10,0,5,4.555556,3.388889,0,0,3.277778,3.111111,0.1096417222,0.09351216667
TBL,PHI,6,5,1,1,0,3,3.666667,0,0,4.166667,1.666667,0.1327133333,0.05887316667
MIN,FLA,23,14,9,3,1,4.26087,3.869565,0,0,3.130435,2.478261,0.1103719565,0.0826843913
FLA,DAL,29,15,14,4,2,4.034483,4.137931,0,0,3.137931,3.034483,0.09706206897,0.09826158621
WPG,DET,20,12,8,2,1,3.75,3.5,0,0,3.25,2.95,0.10395995,0.09975865
SJS,DET,4,1,3,1,1,4,3.25,0,0,2.75,4.5,0.0946475,0.1794645
WPG,NJD,4,3,1,0,0,2.5,3.25,0,0,4.5,2.5,0.14222225,0.07667525
TOR,STL,21,6,15,2,5,3.809524,3.904762,0,0,2.714286,3.761905,0.09021585714,0.113482381
TOR,ARI,19,4,15,1,2,3.894737,3.210526,0,0,2.421053,3.473684,0.07964515789,0.1318998421
WSH,L.A,19,7,12,0,3,3.947368,3.894737,0,0,2.736842,2.894737,0.1064548947,0.09797857895
COL,BUF,21,16,5,2,0,3.714286,3.809524,0,0,3.619048,2.333333,0.1179629524,0.07910552381
VGK,DAL,25,15,10,5,4,2.8,3.36,6,6,2.72,2.2,0.08776,0.07462512
NJD,ARI,5,3,2,1,1,4.6,4.4,0,0,3.8,3,0.1095704,0.1340966
DET,CGY,37,17,20,3,3,3.891892,4.216216,0,0,2.891892,3.162162,0.09630445946,0.1131118649
STL,ARI,52,30,22,5,4,3.826923,3.711538,0,0,2.923077,2.538462,0.09423455769,0.09036798077
MTL,L.A,16,8,8,0,1,4.0625,4,0,0,2.3125,2.625,0.0982318125,0.0900036875
NYR,L.A,24,10,14,2,7,3.625,3.458333,1,4,2.583333,2.708333,0.09751845833,0.084269125
DAL,ANA,61,36,25,5,6,4.032787,4.590164,2,4,2.868852,2.540984,0.09877606557,0.09070593443
CHI,BUF,22,17,5,5,2,4.045455,3.545455,0,0,3.727273,2.545455,0.1186583636,0.07894468182
TOR,NYI,45,23,22,5,8,3.555556,3.622222,0,0,3.177778,3.177778,0.1061998889,0.1034209111
NJD,CGY,4,2,2,1,0,3.5,5,0,0,3.25,4,0.11379875,0.11988925
NYI,CBJ,42,25,17,7,6,3.857143,3.214286,0,0,2.880952,2.809524,0.09242604762,0.08410109524
T.B,ATL,16,11,5,4,1,5.625,5.6875,0,0,3.5,2.6875,0.101464,0.094484
L.A,CGY,49,23,26,4,6,4.530612,3.877551,0,0,2.428571,2.306122,0.08452620408,0.08652463265
WPG,T.B,24,13,11,5,4,4.791667,4.208333,0,0,2.833333,3.291667,0.091695375,0.1135464167
TOR,MTL,79,38,41,7,12,4.278481,4.64557,3,4,2.886076,2.78481,0.09134326582,0.09738996202
MIN,MTL,23,18,5,1,0,4.217391,5.043478,0,0,3.391304,2.217391,0.1174206522,0.07668773913
STL,MIN,79,47,32,12,5,4.088608,3.962025,10,7,2.987342,2.607595,0.1037123544,0.09961681013
L.A,BOS,19,9,10,4,2,3.421053,4.368421,0,0,2.473684,2.421053,0.07588015789,0.08704421053
NYI,MIN,22,10,12,2,0,4.727273,4.272727,0,0,2.863636,3.409091,0.1008942727,0.1114848182
DET,BUF,43,26,17,9,5,3.44186,3.674419,0,0,2.976744,2.697674,0.09280930233,0.09417369767
EDM,DET,36,11,25,2,5,3.805556,3.583333,0,0,2.388889,3.333333,0.08149819444,0.1049143611
STL,FLA,22,13,9,2,2,3.636364,3.954545,0,0,3.363636,2.545455,0.1102993182,0.07810477273
NYI,L.A,19,9,10,3,0,3.789474,3.789474,0,0,2.473684,2.421053,0.08520652632,0.08458657895
VAN,NYI,22,9,13,4,4,3.181818,2.772727,0,0,2.954545,3.590909,0.09953986364,0.1223868182
N.J,L.A,26,13,13,3,3,3.346154,3.538462,2,4,2.076923,2.115385,0.08337692308,0.081719
CAR,ANA,24,8,16,2,6,3.291667,3.916667,0,0,2.5,2.875,0.078109125,0.1094301667
WSH,LAK,4,2,2,0,0,4,5.25,0,0,2.5,2.5,0.081421,0.0844865
NYR,ARI,23,17,6,2,3,4.217391,3.869565,0,0,3.304348,2.217391,0.1125509565,0.07612643478
STL,OTT,20,11,9,1,3,3.7,4.45,0,0,3,2.6,0.09634005,0.09325205
NSH,EDM,48,27,21,6,2,3.520833,3.770833,0,0,2.666667,2.9375,0.0893866875,0.1021319167
VAN,CBJ,35,20,15,4,6,3.8,3.857143,0,0,3.257143,2.685714,0.1085876286,0.09333577143
WSH,STL,22,12,10,3,1,3.863636,3.681818,0,0,3,3,0.1107581818,0.1015822273
TBL,FLA,12,8,4,2,0,4.333333,4.916667,4,0,3.083333,3,0.0944385,0.08008725
NYR,CGY,21,11,10,2,2,3.714286,3.714286,0,0,2.571429,2.904762,0.09206266667,0.09690238095
NYR,ATL,11,6,5,4,1,5,5.545455,0,0,2.545455,2.818182,0.07890718182,0.1003284545
S.J,FLA,17,4,13,0,3,3.352941,3.294118,0,0,2.470588,3.352941,0.07502770588,0.1189259412
VAN,SEA,8,6,2,1,0,4.5,4.125,0,0,4,3.5,0.1437485,0.10794875
TBL,NSH,5,5,0,1,0,5.2,5,0,0,4.4,2.2,0.1240504,0.0762994
WPG,SJS,6,2,4,0,2,3.666667,3.666667,0,0,2.666667,2.5,0.08518383333,0.0903105
VAN,PHI,22,11,11,2,1,4.181818,4.136364,0,0,2.954545,2.272727,0.09637759091,0.0749755
NYR,COL,22,10,12,2,3,4.272727,4.727273,0,0,2.727273,2.818182,0.08442927273,0.09232736364
WSH,DAL,22,7,15,4,3,4.181818,3.772727,0,0,2.590909,3.136364,0.08699954545,0.1082673636
PHI,BUF,62,39,23,6,4,4.548387,4.387097,4,3,3.419355,2.741935,0.1064285484,0.09652291936
L.A,DET,31,15,16,2,0,3.645161,3.483871,0,0,2.548387,2.83871,0.08784248387,0.1043956129
S.J,MTL,17,14,3,1,0,2.764706,3.588235,0,0,3.235294,1.588235,0.1073878235,0.05800405882
VGK,MTL,16,7,9,2,5,2.3125,2.5625,2,4,3.4375,3.1875,0.1096888125,0.1074541875
PHI,COL,23,12,11,2,1,4.304348,3.913043,0,0,3.086957,3.217391,0.1018053478,0.09542704348
WSH,MIN,22,12,10,2,2,4.454545,3.863636,0,0,2.863636,2.590909,0.09779272727,0.1034626364
CBJ,ARI,31,16,15,4,1,5.322581,5.064516,0,0,2.709677,3,0.09145212903,0.1082989677
NJD,BOS,6,0,6,0,0,2.666667,3.166667,0,0,1.833333,4.5,0.06056733333,0.1368286667
TOR,NSH,22,10,12,0,3,3.045455,3.545455,0,0,2.636364,2.818182,0.09132786364,0.09619668182
VAN,NYR,21,9,12,1,3,3.619048,3.761905,0,0,2.761905,3.142857,0.08721219048,0.1188695238
CHI,ANA,53,30,23,8,5,3.113208,3.792453,4,3,2.830189,2.377358,0.08934011321,0.08187686792
MTL,EDM,35,15,20,5,4,4.142857,3.428571,0,0,2.857143,3.257143,0.09519942857,0.1194124571
VGK,BUF,10,6,4,2,0,3.2,3.1,0,0,3.3,2.8,0.1018538,0.1106027
VAN,BOS,28,12,16,2,2,4.642857,4.75,3,3,2.607143,3,0.08680471429,0.08961989286
VAN,N.J,18,5,13,1,4,3.166667,4.277778,0,0,1.944444,2.333333,0.07484544444,0.0905905
SJS,BOS,5,0,5,0,0,3.6,3.4,0,0,1.4,3.6,0.0563178,0.120362
WSH,WPG,9,7,2,1,0,3.555556,3.666667,0,0,3.555556,2.111111,0.1175891111,0.07311977778
MTL,CHI,22,7,15,2,3,3.909091,3.363636,0,0,1.863636,2.590909,0.06020827273,0.08691190909
TOR,L.A,17,9,8,1,2,3.823529,4.058824,0,0,2.411765,2.235294,0.079934,0.06964464706
NJD,NSH,4,0,4,0,1,2.5,3.75,0,0,2.75,4.25,0.08855575,0.13828775
VAN,PIT,20,9,11,1,1,4.75,4.05,0,0,3.05,2.95,0.1241639,0.08597555
WSH,CGY,22,12,10,1,4,3.545455,3.590909,0,0,3.272727,2.818182,0.1088472273,0.09685909091
VAN,STL,56,29,27,8,7,4.321429,4.214286,8,2,2.696429,2.589286,0.101835375,0.08705766071
TBL,BUF,8,4,4,1,2,3.25,3.375,0,0,4.125,3.5,0.1339905,0.12754925
N.J,MIN,17,10,7,4,0,3.588235,3.117647,0,0,3,2.941176,0.1143279412,0.1105061176
VGK,NYI,9,3,6,0,2,2.222222,2.777778,0,0,1.888889,2.666667,0.05929844444,0.09709722222
SJS,CGY,8,3,5,0,0,2.75,3.375,0,0,3,3.875,0.103921875,0.1122245
TOR,ATL,12,6,6,2,2,4.416667,4.75,0,0,3.916667,3.416667,0.1228065833,0.1157541667
L.A,BUF,17,7,10,1,2,4.235294,3.647059,0,0,1.882353,2.529412,0.05920647059,0.09702152941
MTL,ANA,20,7,13,2,2,4.05,5.2,0,0,2.75,3.3,0.09062845,0.11067605
LAK,ANA,7,6,1,0,1,4.428571,5.142857,0,0,4.142857,2.142857,0.1138381429,0.07897
S.J,BUF,20,8,12,3,3,3.35,3.45,0,0,2.6,3,0.0789854,0.1130951
OTT,N.J,37,16,21,3,7,4.027027,3.72973,0,0,2.405405,2.621622,0.09412716216,0.08957427027
CBJ,CAR,46,20,26,5,7,3.521739,3.217391,0,0,2.630435,2.826087,0.101836087,0.08917306522
VAN,CAR,20,12,8,3,0,3.85,3.35,0,0,2.9,2.65,0.11307035,0.0823907
PIT,N.J,65,33,32,4,5,3.907692,3.753846,0,0,2.676923,2.523077,0.08935626154,0.09000447692
SEA,CAR,6,2,4,0,1,2.833333,3.333333,0,0,2.666667,3.166667,0.09834466667,0.08674116667
N.J,CBJ,31,10,21,1,3,3.548387,3.451613,0,0,1.967742,2.870968,0.06906929032,0.1054079032
NYI,BOS,58,21,37,4,4,3.344828,3.689655,3,2,2.362069,3.293103,0.08319441379,0.1012935345
WSH,NJD,9,5,4,0,3,3.222222,3.555556,0,0,3.777778,3.222222,0.1485664444,0.1029891111
TOR,DAL,23,16,7,4,2,3.347826,3.73913,0,0,3.521739,2.695652,0.1154306957,0.09380986956
S.J,CAR,17,9,8,2,2,2.823529,2.529412,0,0,3.235294,2.764706,0.1274387059,0.08692617647
CGY,ATL,3,2,1,0,0,6.333333,5.666667,0,0,3,2.666667,0.1097943333,0.1244443333
VGK,NSH,15,9,6,3,1,3.866667,3.8,0,0,3.133333,2.2,0.08686533333,0.07064213333
WPG,NYR,26,10,16,1,2,3.346154,3.538462,0,0,2.307692,2.692308,0.07336257692,0.1002315
NJD,CBJ,7,5,2,1,0,3.428571,3.571429,0,0,4.285714,2.285714,0.1175745714,0.08005185714
SJS,PIT,5,1,4,0,1,3.2,3.2,0,0,3,5.4,0.0999278,0.153924
NYI,CGY,20,10,10,3,0,3.2,3.7,0,0,2.55,2.8,0.09190515,0.09326225
SEA,LAK,8,4,4,2,0,2.625,3.375,0,0,3.625,3.375,0.124022375,0.122822375
VAN,NJD,4,1,3,0,1,2.75,2.25,0,0,3.5,5,0.1166175,0.14500725
DAL,ATL,3,2,1,0,1,3.666667,5,0,0,4.333333,2.333333,0.129737,0.091111
NSH,ATL,6,4,2,1,1,3.333333,3.5,0,0,3.333333,3.333333,0.120825,0.1084678333
TOR,LAK,5,2,3,0,0,3.6,3.2,0,0,3,3,0.082804,0.1041986
DAL,BUF,22,15,7,1,2,2.636364,3.318182,0,0,3.363636,2.409091,0.1036928636,0.08782690909
NJD,FLA,7,2,5,0,1,2.857143,3.428571,0,0,3.571429,4,0.1100261429,0.1102315714
SJS,CHI,6,4,2,1,1,3.333333,2.5,0,0,3.333333,2.5,0.1212561667,0.08955616667
NJD,LAK,4,2,2,1,1,4,3.5,0,0,3.25,2.75,0.117632,0.09373675
VGK,NYR,9,5,4,1,0,4.111111,3.333333,0,0,2.777778,3.111111,0.08208833333,0.09775688889
OTT,NJD,6,2,4,1,2,2.5,2.666667,0,0,3,3.5,0.1089051667,0.09841733333
TOR,NJD,6,5,1,0,1,2.833333,3,0,0,4,2.333333,0.1345183333,0.07841316667
PHI,LAK,6,3,3,1,1,4.333333,3.333333,0,0,3,3.666667,0.1027875,0.1077368333
TBL,DET,9,5,4,2,0,3.666667,4.111111,0,0,3.666667,3.222222,0.1094627778,0.1069805556
VAN,TBL,5,0,5,0,0,3.4,3.4,0,0,2.4,4,0.0718862,0.141792
SJS,LAK,7,3,4,1,1,3.428571,3.571429,0,0,3.142857,2.714286,0.1308535714,0.08178942857
LAK,ARI,8,6,2,1,2,3.75,4.125,0,0,3.875,2.875,0.11311175,0.1160405
WSH,SJS,5,3,2,0,0,2.4,3.2,0,0,3.4,2.4,0.1212988,0.0719948
SEA,NSH,7,5,2,0,0,3.571429,3,0,0,3.714286,2.571429,0.1283628571,0.09915
SJS,ARI,6,4,2,0,1,3.166667,3.666667,0,0,4.5,3.333333,0.1473161667,0.1108163333
SJS,MTL,4,2,2,0,0,4.5,4.25,0,0,2.5,1.75,0.098077,0.0546875
CBJ,ATL,4,4,0,0,0,4.25,3.25,0,0,2.75,1,0.10541475,0.03004925
STL,LAK,5,2,3,0,0,3.6,3.6,0,0,3.8,3.8,0.1292156,0.11669
SEA,MIN,6,2,4,0,0,3.333333,3.5,0,0,2.333333,2.833333,0.08012733333,0.113854
MTL,ATL,12,6,6,2,2,6.166667,5.5,0,0,2.833333,2.916667,0.10272075,0.09721041667
N.J,EDM,17,7,10,3,4,3.764706,3.117647,0,0,2.235294,2.588235,0.08155435294,0.08777976471
PHI,ATL,12,6,6,1,1,5.75,5.583333,0,0,3.083333,2.666667,0.10339075,0.09043083333
L.A,ATL,3,2,1,1,0,6,7,0,0,3,4.666667,0.07301566667,0.1956016667
SJS,NSH,7,0,7,0,1,4.714286,4.714286,0,0,1,4.285714,0.03456142857,0.1420387143
TBL,SJS,5,4,1,1,1,3.4,4.4,0,0,4.6,2,0.1496062,0.0847762
SEA,DET,4,4,0,2,0,3.5,5.25,0,0,4.5,3,0.1289495,0.11499825
VAN,ATL,2,2,0,0,0,5.5,3.5,0,0,3.5,1.5,0.110324,0.0577955
TBL,MIN,4,2,2,1,0,4.25,4.75,0,0,2.75,3.75,0.09111725,0.1104415
WSH,SEA,4,2,2,0,1,2.25,3.5,0,0,3.25,2.75,0.1108755,0.096067
SEA,PHI,4,2,2,0,1,3.5,3.75,0,0,3.25,3.5,0.12192475,0.157629
SJS,FLA,5,1,4,1,2,2.6,3.8,0,0,2.2,3.6,0.0673238,0.0874738
WPG,LAK,7,3,4,1,1,3.571429,4.714286,0,0,3,3.571429,0.1219801429,0.106686
PHI,NJD,7,3,4,0,0,3.714286,3.285714,0,0,2.428571,3.142857,0.08913414286,0.1037968571
LAK,DAL,6,2,4,0,1,4.333333,3.333333,0,0,2.333333,3,0.06449883333,0.09696533333
STL,ATL,4,2,2,0,1,4,3.75,0,0,3.25,2.75,0.095871,0.1017275
N.J,CGY,15,4,11,1,1,4.066667,3.4,0,0,2.4,3.533333,0.08880533333,0.1268302667
PIT,LAK,5,2,3,1,0,4.2,3.2,0,0,3,4,0.1121644,0.1080954
SEA,OTT,4,2,2,0,1,3,2.25,0,0,4.75,3.75,0.17084625,0.156552
TBL,NYI,6,5,1,0,0,3.833333,3.833333,0,0,4.166667,2.5,0.1362985,0.06899383333
LAK,FLA,4,4,0,1,0,3.75,4,0,0,3.75,2.5,0.10812575,0.06351825
TBL,DAL,4,3,1,1,0,3.5,3.75,0,0,2.75,1.75,0.08295025,0.0609915
TBL,LAK,4,3,1,1,0,3.25,3.75,0,0,4,3,0.155,0.09260475
NSH,N.J,1,0,1,0,0,4,6,0,0,1,3,0.029412,0.085714
SEA,BUF,4,4,0,0,0,5,3.25,0,0,5.25,2.5,0.18512,0.08864075
ARI,ATL,1,1,0,0,0,3,1,0,0,4,3,0.125,0.083333
MTL,DAL,22,11,11,3,2,4.727273,4.227273,0,0,2.772727,3.227273,0.1009920909,0.1066403636
SEA,NYR,5,1,4,1,0,3.2,4.2,0,0,2,3.6,0.0657398,0.1441536
SJS,NJD,3,2,1,1,0,2,2,0,0,3,2.333333,0.100165,0.062517
LAK,DET,4,4,0,1,0,3.75,4,0,0,4.5,2.5,0.1339285,0.09601725
SJS,NYI,4,1,3,1,1,3.5,3,0,0,2,3.25,0.067262,0.0834345
PIT,ARI,21,16,5,2,1,4.52381,4.857143,0,0,3.47619,1.714286,0.09984419048,0.06777252381
VGK,CAR,9,5,4,0,2,2.555556,2.333333,0,0,3.111111,2.333333,0.1172253333,0.07461244444
SJS,PHI,5,4,1,2,1,3.2,3.4,0,0,2.8,1.8,0.0922906,0.0648006
TBL,PIT,6,1,5,0,1,3.333333,3.333333,0,0,2.833333,5,0.094729,0.1358231667
PIT,NJD,8,2,6,0,1,3.625,3.875,0,0,2,3.75,0.069329875,0.1141085
SJS,ANA,8,4,4,2,2,5.25,5,0,0,3.5,3.5,0.107065625,0.107370375
PIT,CHI,20,6,14,2,4,3.7,3.15,0,0,2.3,3.55,0.076339,0.1061902
SJS,NYR,4,1,3,1,0,3.5,2.5,0,0,1,2,0.03864725,0.06682
S.J,OTT,17,8,9,1,2,3.294118,3.705882,0,0,2.941176,3,0.08555017647,0.1088330588
SJS,BUF,4,2,2,0,0,3.5,2,0,0,3.25,3.75,0.12215825,0.111338
VAN,LAK,7,3,4,1,2,2.571429,3.285714,0,0,2.142857,1.857143,0.08714057143,0.06131042857
VAN,SJS,8,8,0,3,0,2.875,4.25,0,0,5.875,2.625,0.219125125,0.08510375
SEA,BOS,4,1,3,0,1,3.25,5,0,0,3,3,0.09171825,0.0935315
FLA,ARI,21,10,11,0,5,3.904762,3.238095,0,0,2.428571,2.47619,0.08180366667,0.08076690476
TBL,CHI,5,4,1,0,0,4,2.8,0,0,4.2,2.4,0.12274,0.0904844
NJD,CHI,5,4,1,1,0,3.2,2.6,0,0,4.4,3.2,0.1260536,0.1125244
SEA,PIT,4,3,1,1,0,1.75,2,0,0,2.25,2.5,0.077648,0.079893
OTT,LAK,5,1,4,1,0,4,3.4,0,0,1.8,3.2,0.0553904,0.0990512
S.J,ATL,3,2,1,0,0,5.333333,4.666667,0,0,3,2.666667,0.1026853333,0.09914866667
TBL,ARI,4,4,0,1,0,2.75,4.5,0,0,3.5,1.75,0.111607,0.07366725
NYR,LAK,4,2,2,0,1,3.25,2.5,0,0,3.25,2.5,0.13706,0.07071375
LAK,BUF,4,3,1,0,0,4,3.5,0,0,2.75,2.5,0.090139,0.08646175
VGK,T.B,6,3,3,0,1,3.5,3.833333,0,0,3.166667,2.666667,0.09724916667,0.1111988333
TBL,CAR,8,3,5,1,2,4.875,4.625,0,0,2.125,2.625,0.08572725,0.07912775
VGK,N.J,6,4,2,0,1,2.833333,2.666667,0,0,3.333333,3.333333,0.1164306667,0.1000418333
LAK,COL,6,1,5,0,0,2.833333,4.333333,0,0,2.333333,4.5,0.06802616667,0.1486861667
STL,NJD,5,3,2,0,1,3.6,3.2,0,0,3.8,3.2,0.1432,0.0988358
VGK,CBJ,9,4,5,0,0,3.111111,2.777778,0,0,2.888889,2.888889,0.08880444444,0.09870088889
WPG,TBL,4,3,1,0,0,5,4.75,0,0,4.5,3.75,0.19267675,0.121107
MTL,LAK,4,0,4,0,1,4.5,3.25,0,0,2,3.75,0.07867975,0.10625225
WSH,TBL,6,2,4,0,1,4.5,6.166667,0,0,2.666667,3.333333,0.1017868333,0.1098053333
NSH,LAK,5,4,1,1,0,4.4,3.2,0,0,2.6,2.6,0.103284,0.075366
SEA,CBJ,4,2,2,0,2,1.75,2,0,0,3,2.5,0.096515,0.096382
VGK,TBL,3,2,1,1,0,5.333333,4.333333,0,0,4,3.666667,0.151985,0.152758
LAK,CHI,5,4,1,1,1,3.4,3,0,0,2.8,1.4,0.082304,0.070329
ANA,ATL,2,0,2,0,0,6,4,0,0,2.5,5,0.0714285,0.1224355
CHI,ATL,2,2,0,1,0,4.5,2.5,0,0,3.5,2.5,0.1035715,0.0675675
BOS,L.A,19,10,9,2,4,4.368421,3.421053,0,0,2.421053,2.473684,0.08704421053,0.07588015789
CBJ,L.A,33,12,21,2,4,4.030303,4.060606,0,0,2.333333,3.060606,0.08746236364,0.1052474848
L.A,MIN,45,23,22,7,7,3.666667,3.888889,0,0,2.888889,2.644444,0.1044176,0.1014008889
ANA,PIT,25,9,16,1,1,4.16,3.44,0,0,2.36,3.28,0.0855544,0.10295016
BUF,CHI,22,5,17,2,5,3.545455,4.045455,0,0,2.545455,3.727273,0.07894468182,0.1186583636
EDM,WSH,21,9,12,3,1,3.571429,3.666667,0,0,2.666667,3.095238,0.09404114286,0.1076716667
ARI,FLA,21,11,10,5,0,3.238095,3.904762,0,0,2.47619,2.428571,0.08076690476,0.08180366667
CBJ,SJS,4,3,1,1,0,2,2.25,0,0,4.75,3.75,0.14518675,0.12410625
COL,STL,78,43,35,8,5,3.717949,4.25641,9,2,2.910256,2.782051,0.09669621795,0.09375651282
CAR,NYI,62,41,21,9,6,3.467742,3.564516,8,2,3.483871,2.693548,0.1110750968,0.09561045161
CAR,DET,39,18,21,1,4,2.948718,3,0,0,2.615385,2.512821,0.08141848718,0.09165374359
DET,PIT,41,19,22,5,3,3.463415,3.658537,3,4,3,3.439024,0.1033191951,0.1070750976
FLA,N.J,46,23,23,6,6,3.717391,3.891304,3,4,2.652174,2.782609,0.09908517391,0.1002569783
MIN,S.J,45,20,25,3,4,3.644444,3.355556,0,0,2.666667,2.911111,0.1023860444,0.09832893333
EDM,MTL,35,20,15,4,5,3.428571,4.142857,0,0,3.257143,2.857143,0.1194124571,0.09519942857
ANA,LAK,7,1,6,1,0,5.142857,4.428571,0,0,2.142857,4.142857,0.07897,0.1138381429
EDM,T.B,17,6,11,1,2,3.705882,4.352941,0,0,2.764706,3.294118,0.09231552941,0.1080048824
ANA,ARI,64,37,27,7,8,4.46875,4.15625,0,0,2.953125,2.578125,0.09721445313,0.08774992187
BOS,CBJ,33,21,12,8,3,4.030303,3.636364,4,1,3.151515,2.484848,0.09205718182,0.08841493939
CHI,N.J,18,10,8,5,0,3.388889,4.555556,0,0,3.111111,3.277778,0.09351216667,0.1096417222
CBJ,DET,63,30,33,7,4,4.301587,4.095238,0,4,2.650794,3.079365,0.09127538095,0.09705650794
CBJ,EDM,35,15,20,2,2,4.314286,4.257143,0,0,2.942857,3.828571,0.09900425714,0.1311521714
CAR,LAK,5,4,1,1,1,4,3.2,0,0,4.8,3.2,0.1920744,0.108215
NSH,WSH,24,13,11,2,4,4.041667,4.041667,0,0,3.208333,3.125,0.1144609583,0.1060952083
DAL,SJS,6,3,3,0,0,2.5,2.333333,0,0,3.333333,3.166667,0.110077,0.1308981667
MTL,PHI,57,24,33,6,5,4.596491,4.385965,3,8,2.631579,2.807018,0.09102849123,0.09660801754
BOS,PHI,64,42,22,9,9,4.5625,4.171875,7,5,3.34375,2.359375,0.105198875,0.08142915625
PHI,T.B,40,16,24,3,4,5.075,5.275,1,0,3.075,3.35,0.0976454,0.13051675
FLA,T.B,67,28,39,7,11,4.58209,4.940299,2,4,3.074627,3.462687,0.1011217313,0.1141196716
ANA,S.J,74,32,42,3,8,5.094595,4.202703,4,6,2.391892,2.662162,0.08864462162,0.08270982432
CAR,TOR,45,26,19,4,4,3.666667,3.8,0,0,3.177778,2.866667,0.09751124444,0.09758553333
BOS,MTL,80,46,34,12,5,5.025,4.7875,11,7,2.8625,2.4375,0.0921258125,0.083137175
PHI,TBL,6,1,5,0,1,3.666667,3,0,0,1.666667,4.166667,0.05887316667,0.1327133333
BOS,NYI,58,37,21,4,4,3.689655,3.344828,2,3,3.293103,2.362069,0.1012935345,0.08319441379
BOS,STL,25,15,10,2,3,3.76,3.76,3,4,3,2.4,0.10584776,0.09568088
EDM,L.A,49,14,35,2,6,3.959184,3.918367,0,0,2.102041,3.163265,0.07689518367,0.1006917347
NJD,PHI,7,4,3,0,0,3.285714,3.714286,0,0,3.142857,2.428571,0.1037968571,0.08913414286
DAL,N.J,22,12,10,4,3,3.727273,3.636364,0,0,2.363636,2.681818,0.07843118182,0.09176213636
DET,NSH,58,27,31,4,4,4.12069,3.87931,1,4,2.672414,2.844828,0.08811062069,0.1056556552
DAL,LAK,6,4,2,1,0,3.333333,4.333333,0,0,3,2.333333,0.09696533333,0.06449883333
PIT,TOR,45,24,21,5,3,4.333333,3.644444,0,0,3.111111,2.955556,0.09783948889,0.1037363111
ANA,DAL,61,25,36,6,5,4.590164,4.032787,4,2,2.540984,2.868852,0.09070593443,0.09877606557
ATL,FLA,17,8,9,1,3,4.882353,3.823529,0,0,2.882353,2.764706,0.09282717647,0.08773905882
PIT,WPG,25,18,7,3,1,3.72,3.8,0,0,3.64,2.52,0.11032576,0.08970704
T.B,VAN,17,12,5,3,0,4.235294,4.529412,0,0,3.352941,2.588235,0.1209042941,0.09625241177
PHI,WPG,23,15,8,4,0,4.347826,4.217391,0,0,3.217391,3.043478,0.1018033913,0.1057386087
L.A,WSH,19,12,7,3,0,3.894737,3.947368,0,0,2.894737,2.736842,0.09797857895,0.1064548947
BUF,CBJ,33,14,19,2,4,3.878788,3.757576,0,0,3.060606,3.454545,0.1016674848,0.1043145152
FLA,NYR,42,15,27,3,6,3.595238,3.642857,0,0,2.47619,3.380952,0.08510745238,0.113007
BUF,WSH,49,15,34,4,9,3.061224,3.469388,0,0,2.612245,3.122449,0.08966626531,0.09859616326
CHI,TBL,5,1,4,0,0,2.8,4,0,0,2.4,4.2,0.0904844,0.12274
BOS,TOR,82,46,36,7,9,3.914634,3.707317,12,9,3.365854,2.682927,0.1034640854,0.09105395122
CAR,OTT,44,27,17,5,4,3.409091,4.022727,0,0,2.977273,2.159091,0.09276072727,0.07438070454
MTL,OTT,84,41,43,9,13,4.785714,4.77381,5,6,2.75,2.714286,0.08635429762,0.09207390476
BOS,NYR,56,29,27,2,6,4.464286,3.803571,3,1,2.696429,2.410714,0.08563585714,0.08817675
DET,PHI,29,9,20,1,4,3.551724,3.965517,0,0,2.517241,3.275862,0.08420086207,0.110810931
COL,NSH,64,28,36,3,5,4.1875,4.046875,6,4,2.90625,3.25,0.09913715625,0.1040225469
ARI,STL,52,22,30,4,5,3.711538,3.826923,0,0,2.538462,2.923077,0.09036798077,0.09423455769
NYR,OTT,54,26,28,2,5,4.018519,4.074074,6,6,2.388889,2.388889,0.07982455556,0.07852309259
ANA,EDM,62,37,25,8,7,4.258065,4.241935,4,3,2.951613,2.741935,0.09567062903,0.08989109677
FLA,LAK,4,0,4,0,1,4,3.75,0,0,2.5,3.75,0.06351825,0.10812575
ANA,MIN,51,23,28,2,8,4.333333,3.568627,0,0,2.392157,2.666667,0.08864413726,0.08747088235
DAL,WPG,38,18,20,4,3,4.263158,4.631579,0,0,3,3.473684,0.09375052632,0.1186772105
ARI,CHI,42,17,25,5,8,4.095238,3.833333,2,0,2.619048,3,0.09417959524,0.08961519048
